CustomerID,Country,UK_vs_International,first_invoice,last_invoice,Tenure_days,Recency,Frequency,Monetary,TotalQuantity,TotalLines,DistinctStockCodes,AvgBasketSize,AvgUnitPrice,CancellationRate,R_score,F_score,M_score,Segment
15363,United Kingdom,1,2010-12-02 12:28:00,2011-04-12 15:48:00,131,232,1,318.05,144,16,16,144.0,2.209,0.058823529411764705,1,1,2,Hibernating
15364,United Kingdom,1,2011-03-30 13:39:00,2011-09-05 09:46:00,158,86,2,913.1900000000002,493,29,29,246.5,1.852,0.0,2,3,4,Lost
15365,United Kingdom,1,2011-01-28 13:08:00,2011-11-14 08:29:00,289,16,7,1330.4500000000003,1084,114,65,154.86,1.227,0.24503311258278146,4,5,4,Loyal Customers
15366,United Kingdom,1,2010-12-16 15:59:00,2011-09-25 15:01:00,282,66,2,602.5100000000001,621,44,37,310.5,0.97,0.0,2,3,3,About to Sleep
15367,United Kingdom,1,2011-03-09 13:53:00,2011-10-13 14:13:00,218,48,4,1867.69,1057,95,91,264.25,1.767,0.010416666666666666,3,4,4,Lost
15368,United Kingdom,1,2011-11-18 14:42:00,2011-11-18 14:42:00,0,12,1,446.94000000000005,230,4,4,230.0,1.943,0.0,4,1,2,Potential Loyalists
15370,United Kingdom,1,2011-01-11 11:32:00,2011-10-30 10:58:00,291,31,7,2360.55,830,94,65,118.57,2.844,0.010526315789473684,3,5,5,Lost
15372,United Kingdom,1,2011-07-25 16:39:00,2011-07-25 16:39:00,0,128,1,2007.4,2924,27,27,2924.0,0.687,0.0,2,1,5,About to Sleep
15373,United Kingdom,1,2010-12-03 14:40:00,2011-11-21 09:55:00,352,9,11,1867.5800000000002,437,119,74,39.73,4.274,0.04032258064516129,5,5,4,Champions
15374,United Kingdom,1,2011-08-03 09:59:00,2011-08-03 09:59:00,0,119,1,168.0,126,3,3,126.0,1.333,0.0,2,1,1,Hibernating
15376,United Kingdom,1,2011-05-01 13:45:00,2011-10-30 15:04:00,182,31,3,1221.5599999999997,615,116,100,205.0,1.986,0.0,3,4,4,Lost
15379,United Kingdom,1,2010-12-16 13:02:00,2011-06-23 13:13:00,189,160,7,3631.89,2305,194,145,329.29,1.576,0.01020408163265306,2,5,5,At Risk
15380,United Kingdom,1,2010-12-09 15:01:00,2011-10-24 10:30:00,318,37,4,1297.0600000000002,322,30,22,80.5,4.028,0.03225806451612903,3,4,4,Lost
15381,United Kingdom,1,2011-03-16 13:44:00,2011-05-10 11:55:00,54,204,2,596.85,171,8,8,85.5,3.49,0.0,1,3,3,Lost
15382,United Kingdom,1,2011-02-17 12:01:00,2011-11-25 10:58:00,280,5,6,5927.860000000001,4012,302,193,668.67,1.478,0.013071895424836602,5,5,5,Champions
15384,United Kingdom,1,2010-12-02 17:27:00,2011-06-23 10:57:00,202,160,2,635.7600000000001,596,41,34,298.0,1.067,0.046511627906976744,2,3,3,About to Sleep
15385,United Kingdom,1,2011-10-30 15:11:00,2011-10-30 15:11:00,0,31,1,316.88,161,12,12,161.0,1.968,0.0,3,1,2,Need Attention
15386,United Kingdom,1,2011-06-06 13:47:00,2011-06-06 13:47:00,0,177,1,394.14,446,31,31,446.0,0.884,0.0,1,1,2,Hibernating
15388,Canada,0,2011-03-14 13:53:00,2011-03-14 13:53:00,0,261,1,140.54,88,10,10,88.0,1.597,0.0,1,1,1,Hibernating
15389,United Kingdom,1,2011-06-20 16:18:00,2011-06-20 16:18:00,0,163,1,500.0,400,1,1,400.0,1.25,0.0,2,1,3,Hibernating
15392,United Kingdom,1,2010-12-14 15:50:00,2011-11-09 13:37:00,329,21,3,1211.32,1070,69,64,356.67,1.132,0.014285714285714285,4,4,4,Loyal Customers
15393,United Kingdom,1,2011-03-03 16:58:00,2011-11-23 16:48:00,264,7,2,231.86,150,12,10,75.0,1.546,0.0,5,3,1,Potential Loyalists
15394,United Kingdom,1,2010-12-16 12:46:00,2011-11-30 11:49:00,348,0,4,2183.5400000000004,910,85,54,227.5,2.399,0.0,5,4,5,Champions
15395,United Kingdom,1,2011-01-18 12:40:00,2011-01-18 12:40:00,0,316,1,107.45000000000002,17,7,7,17.0,6.321,0.0,1,1,1,Hibernating
15396,United Kingdom,1,2011-08-19 10:56:00,2011-08-19 10:56:00,0,103,1,288.17999999999995,122,14,14,122.0,2.362,0.0,2,1,2,Hibernating
15397,United Kingdom,1,2011-02-23 09:25:00,2011-02-23 09:25:00,0,280,1,94.0,20,6,6,20.0,4.7,0.0,1,1,1,Hibernating
15398,United Kingdom,1,2011-09-22 14:56:00,2011-11-23 16:47:00,62,7,2,1339.63,769,73,60,384.5,1.742,0.013513513513513514,5,3,4,Loyal Customers
15399,United Kingdom,1,2011-09-21 15:57:00,2011-11-17 15:04:00,56,13,2,549.13,423,32,32,211.5,1.298,0.0,4,3,3,Loyal Customers
15400,United Kingdom,1,2011-03-06 11:27:00,2011-09-08 13:57:00,186,83,5,666.7,390,12,10,78.0,1.709,0.07692307692307693,2,4,3,Lost
15402,United Kingdom,1,2011-05-27 13:32:00,2011-07-14 12:17:00,47,139,2,626.77,694,42,35,347.0,0.903,0.0,2,3,3,About to Sleep
15405,United Kingdom,1,2011-06-03 14:44:00,2011-06-03 14:44:00,0,180,1,349.1,193,8,8,193.0,1.809,0.0,1,1,2,Hibernating
15406,United Kingdom,1,2011-02-11 16:19:00,2011-11-21 16:14:00,282,9,2,426.60999999999996,254,53,51,127.0,1.68,0.08620689655172414,5,3,2,Lost
15407,United Kingdom,1,2011-02-07 13:18:00,2011-11-06 11:55:00,271,24,4,1046.74,552,148,142,138.0,1.896,0.0,4,4,4,Loyal Customers
15408,United Kingdom,1,2011-03-20 15:02:00,2011-03-20 15:02:00,0,255,1,267.18,106,34,34,106.0,2.521,0.0,1,1,2,Hibernating
15410,United Kingdom,1,2011-03-23 10:15:00,2011-09-16 14:47:00,177,75,8,3450.8400000000006,1200,122,48,150.0,2.876,0.0,2,5,5,At Risk
15411,United Kingdom,1,2011-06-10 12:30:00,2011-11-13 15:19:00,156,17,4,1336.43,529,98,86,132.25,2.526,0.010101010101010102,4,4,4,Loyal Customers
15412,United Kingdom,1,2011-06-21 15:24:00,2011-06-21 15:24:00,0,162,1,190.53,108,10,10,108.0,1.764,0.0,2,1,1,Hibernating
15414,United Kingdom,1,2011-04-11 13:45:00,2011-11-30 09:50:00,232,0,3,774.9,443,39,37,147.67,1.749,0.0,5,4,3,Loyal Customers
15415,United Kingdom,1,2011-01-30 14:13:00,2011-01-30 14:13:00,0,304,1,559.6099999999998,551,47,46,551.0,1.016,0.0,1,1,3,Hibernating
15416,United Kingdom,1,2011-03-02 08:41:00,2011-10-06 09:38:00,218,55,4,3974.37,2090,192,165,522.5,1.902,0.0051813471502590676,3,4,5,Lost
15417,United Kingdom,1,2011-09-15 15:26:00,2011-09-15 15:26:00,0,76,1,508.80000000000007,284,28,28,284.0,1.792,0.0,2,1,3,Hibernating
15419,United Kingdom,1,2011-11-15 09:23:00,2011-11-15 09:23:00,0,15,1,135.85999999999999,230,8,8,230.0,0.591,0.0,4,1,1,Potential Loyalists
15421,United Kingdom,1,2011-02-02 14:36:00,2011-10-12 09:20:00,251,49,4,950.36,500,53,40,125.0,1.901,0.0,3,4,4,Lost
15422,United Kingdom,1,2011-01-20 14:17:00,2011-01-20 16:17:00,0,314,2,97.7,38,6,6,19.0,2.571,0.0,1,3,1,Hibernating
15423,United Kingdom,1,2011-11-01 14:01:00,2011-11-01 14:01:00,0,29,1,43.5,101,2,2,101.0,0.431,0.0,4,1,1,Potential Loyalists
15424,United Kingdom,1,2011-03-30 13:00:00,2011-03-30 13:02:00,0,245,2,383.34000000000003,554,17,17,277.0,0.692,0.0,1,3,2,Lost
15426,United Kingdom,1,2010-12-05 13:55:00,2011-11-20 15:36:00,350,10,5,1386.58,656,275,217,131.2,2.114,0.028268551236749116,5,4,4,Champions
15427,United Kingdom,1,2011-10-23 14:47:00,2011-11-06 14:29:00,13,24,3,1430.54,967,292,233,322.33,1.479,0.0,4,4,4,Loyal Customers
15428,United Kingdom,1,2011-11-24 16:54:00,2011-11-24 16:54:00,0,6,1,93.78,102,6,6,102.0,0.919,0.0,5,1,1,Potential Loyalists
15429,United Kingdom,1,2011-09-25 13:42:00,2011-11-13 12:28:00,48,17,2,364.9,380,82,77,190.0,0.96,0.012048192771084338,4,3,2,Lost
15432,United Kingdom,1,2011-11-16 16:30:00,2011-11-16 16:30:00,0,14,1,171.19,65,10,10,65.0,2.634,0.0,4,1,1,Potential Loyalists
15433,United Kingdom,1,2011-03-17 14:12:00,2011-09-21 16:24:00,188,70,2,417.87,534,41,40,267.0,0.783,0.22641509433962265,2,3,2,Lost
15434,United Kingdom,1,2011-05-23 14:18:00,2011-11-08 08:18:00,168,22,4,846.58,601,47,40,150.25,1.409,0.0784313725490196,4,4,3,Loyal Customers
15435,United Kingdom,1,2011-11-17 16:39:00,2011-11-17 16:39:00,0,13,1,149.29000000000002,54,29,29,54.0,2.765,0.0,4,1,1,Potential Loyalists
15436,United Kingdom,1,2011-04-19 16:52:00,2011-11-27 16:05:00,221,3,3,1067.75,574,291,243,191.33,1.86,0.0,5,4,4,Champions
15437,United Kingdom,1,2011-03-22 13:11:00,2011-03-22 13:11:00,0,253,1,200.16,79,45,44,79.0,2.534,0.0,1,1,1,Hibernating
15438,United Kingdom,1,2011-07-31 14:19:00,2011-07-31 14:19:00,0,122,1,156.57999999999998,59,25,25,59.0,2.654,0.0,2,1,1,Hibernating
15440,United Kingdom,1,2011-05-15 11:30:00,2011-10-16 12:16:00,154,45,3,383.68,197,62,50,65.67,1.948,0.0,3,4,2,Promising
15442,United Kingdom,1,2011-04-05 12:24:00,2011-04-05 12:24:00,0,239,1,594.0,120,2,2,120.0,4.95,0.0,1,1,3,Hibernating
15443,United Kingdom,1,2011-01-23 13:25:00,2011-11-27 12:29:00,307,3,6,2813.46,1463,321,222,243.83,1.923,0.009259259259259259,5,5,5,Champions
15444,United Kingdom,1,2011-10-30 16:12:00,2011-11-30 17:37:00,31,0,2,1411.2100000000003,759,214,191,379.5,1.859,0.0,5,3,4,Loyal Customers
15445,United Kingdom,1,2011-03-20 15:06:00,2011-03-20 15:06:00,0,255,1,113.5,58,5,5,58.0,1.957,0.0,1,1,1,Hibernating
15447,United Kingdom,1,2011-01-13 11:26:00,2011-01-13 11:26:00,0,321,1,155.17,85,9,9,85.0,1.826,0.0,1,1,1,Hibernating
15448,United Kingdom,1,2011-01-31 10:42:00,2011-01-31 10:42:00,0,303,1,494.64,232,28,28,232.0,2.132,0.0,1,1,3,Hibernating
15449,United Kingdom,1,2011-03-23 10:43:00,2011-11-13 15:02:00,235,17,3,971.22,812,60,47,270.67,1.196,0.03225806451612903,4,4,4,Loyal Customers
15450,United Kingdom,1,2011-11-09 17:11:00,2011-11-09 17:11:00,0,21,1,429.84,376,30,30,376.0,1.143,0.0,4,1,2,Potential Loyalists
15452,United Kingdom,1,2011-03-20 15:21:00,2011-11-10 12:13:00,234,20,3,528.48,280,56,47,93.33,1.887,0.0,4,4,3,Loyal Customers
15453,United Kingdom,1,2011-06-05 12:37:00,2011-11-04 12:21:00,151,26,6,1236.49,770,249,161,128.33,1.606,0.0,4,5,4,Loyal Customers
15454,United Kingdom,1,2010-12-12 14:21:00,2010-12-12 14:21:00,0,353,1,179.10000000000002,86,25,23,86.0,2.083,0.0,1,1,1,Hibernating
15456,United Kingdom,1,2010-12-15 15:34:00,2011-03-01 13:51:00,75,274,3,434.59000000000003,633,58,48,211.0,0.687,0.0,1,4,2,Lost
15457,United Kingdom,1,2011-03-22 15:31:00,2011-03-22 15:31:00,0,253,1,237.07,132,58,56,132.0,1.796,0.0,1,1,1,Hibernating
15458,United Kingdom,1,2011-11-14 13:08:00,2011-11-14 13:08:00,0,16,1,161.64,156,7,7,156.0,1.036,0.0,4,1,1,Potential Loyalists
15460,United Kingdom,1,2010-12-20 16:08:00,2010-12-20 16:08:00,0,345,1,214.26,107,56,53,107.0,2.002,0.0,1,1,1,Hibernating
15462,United Kingdom,1,2011-06-05 15:36:00,2011-09-06 13:11:00,92,85,3,234.6,172,11,9,57.33,1.364,0.0,2,4,1,Lost
15463,United Kingdom,1,2011-11-10 12:57:00,2011-11-10 12:57:00,0,20,1,126.14,106,7,7,106.0,1.19,0.0,4,1,1,Potential Loyalists
15464,United Kingdom,1,2011-01-05 15:56:00,2011-01-05 15:56:00,0,329,1,1044.65,348,155,155,348.0,3.002,0.0,1,1,4,Lost
15465,United Kingdom,1,2010-12-05 10:12:00,2011-11-20 10:11:00,349,10,18,6945.02,1257,97,43,69.83,5.525,0.0673076923076923,5,5,5,Champions
15466,United Kingdom,1,2011-09-15 14:08:00,2011-09-15 14:08:00,0,76,1,334.53000000000003,246,57,56,246.0,1.36,0.0,2,1,2,Hibernating
15467,United Kingdom,1,2011-07-10 14:42:00,2011-11-30 14:17:00,142,0,3,511.88000000000005,310,52,41,103.33,1.651,0.018867924528301886,5,4,3,Loyal Customers
15468,United Kingdom,1,2010-12-14 10:50:00,2011-11-04 13:11:00,325,26,2,438.46000000000004,155,24,24,77.5,2.829,0.1724137931034483,4,3,2,Lost
15469,United Kingdom,1,2011-08-11 16:54:00,2011-10-27 19:16:00,77,34,2,504.50000000000006,153,24,24,76.5,3.297,0.1111111111111111,3,3,3,Promising
15472,United Kingdom,1,2011-08-18 15:17:00,2011-08-18 15:17:00,0,104,1,371.5600000000001,251,76,76,251.0,1.48,0.0,2,1,2,Hibernating
15473,United Kingdom,1,2011-10-10 11:12:00,2011-11-25 15:15:00,46,5,7,1465.2,672,11,4,96.0,2.18,0.21428571428571427,5,5,4,Champions
15475,United Kingdom,1,2011-09-23 15:20:00,2011-09-23 15:20:00,0,68,1,454.10999999999996,319,29,29,319.0,1.424,0.0,2,1,2,Hibernating
15478,United Kingdom,1,2011-10-14 11:09:00,2011-10-30 14:19:00,16,31,2,1399.9199999999998,575,44,34,287.5,2.435,0.0,3,3,4,Lost
15480,Malta,0,2011-08-15 14:32:00,2011-08-15 14:32:00,0,107,1,905.5,303,45,45,303.0,2.988,0.0,2,1,4,Lost
15482,United Kingdom,1,2010-12-16 10:08:00,2011-11-24 10:46:00,343,6,12,6393.5199999999995,5004,97,46,417.0,1.278,0.23015873015873015,5,5,5,Champions
15483,United Kingdom,1,2011-03-18 12:26:00,2011-07-01 13:07:00,105,152,4,225.26000000000002,291,84,74,72.75,0.774,0.0,2,4,1,Lost
15484,United Kingdom,1,2011-09-22 13:31:00,2011-11-30 14:48:00,69,0,3,2884.96,2410,160,127,803.33,1.197,0.006211180124223602,5,4,5,Champions
15485,United Kingdom,1,2010-12-01 13:23:00,2011-11-09 14:31:00,343,21,3,2564.5,1281,85,59,427.0,2.002,0.0,4,4,5,Loyal Customers
15488,United Kingdom,1,2011-09-08 10:11:00,2011-09-08 10:11:00,0,83,1,91.32000000000001,73,2,2,73.0,1.251,0.0,2,1,1,Hibernating
15489,United Kingdom,1,2011-05-12 12:54:00,2011-11-17 08:53:00,188,13,3,1090.03,608,50,47,202.67,1.793,0.09090909090909091,4,4,4,Loyal Customers
15491,United Kingdom,1,2011-04-18 10:04:00,2011-09-05 15:56:00,140,86,6,3090.85,1646,154,108,274.33,1.878,0.0064516129032258064,2,5,5,At Risk
15492,United Kingdom,1,2011-09-26 14:02:00,2011-11-11 14:53:00,46,19,2,659.4599999999998,483,35,32,241.5,1.365,0.0,4,3,3,Loyal Customers
15493,United Kingdom,1,2011-03-14 11:44:00,2011-11-07 12:04:00,238,23,5,1918.8600000000001,551,289,177,110.2,3.483,0.006872852233676976,4,4,4,Loyal Customers
15494,United Kingdom,1,2011-08-10 15:29:00,2011-11-18 14:51:00,99,12,2,1280.58,1139,122,120,569.5,1.124,0.0,4,3,4,Loyal Customers
15497,United Kingdom,1,2011-01-24 10:01:00,2011-11-22 11:51:00,302,8,2,1259.6999999999998,624,15,13,312.0,2.019,0.0625,5,3,4,Loyal Customers
15498,United Kingdom,1,2010-12-07 12:34:00,2011-11-22 13:40:00,350,8,26,11756.21,5655,476,335,217.5,2.079,0.0205761316872428,5,5,5,Champions
15500,United Kingdom,1,2011-09-19 13:47:00,2011-11-21 08:40:00,62,9,3,865.3000000000002,452,52,52,150.67,1.914,0.0,5,4,3,Loyal Customers
15502,United Kingdom,1,2010-12-05 15:40:00,2011-11-24 12:48:00,353,6,12,5541.460000000001,4236,213,164,353.0,1.308,0.15476190476190477,5,5,5,Champions
15503,United Kingdom,1,2010-12-12 10:57:00,2010-12-12 10:57:00,0,353,1,141.04,70,66,66,70.0,2.015,0.0,1,1,1,Hibernating
15504,United Kingdom,1,2011-09-19 13:45:00,2011-09-19 13:45:00,0,72,1,52.83,33,13,13,33.0,1.601,0.0,2,1,1,Hibernating
15505,United Kingdom,1,2011-07-07 13:33:00,2011-10-18 07:56:00,102,43,5,3497.1400000000003,2390,97,90,478.0,1.463,0.020202020202020204,3,4,5,Lost
15506,United Kingdom,1,2011-07-24 11:45:00,2011-11-17 12:11:00,116,13,3,972.0799999999999,842,161,121,280.67,1.154,0.0,4,4,4,Loyal Customers
15507,United Kingdom,1,2011-06-21 11:19:00,2011-06-21 11:19:00,0,162,1,475.86000000000007,160,45,41,160.0,2.974,0.0,2,1,3,Hibernating
15508,United Kingdom,1,2011-04-18 15:31:00,2011-06-03 15:43:00,46,180,6,1000.2700000000001,440,92,78,73.33,2.273,0.0,1,5,4,Cannot Lose Them
15510,United Kingdom,1,2011-01-13 12:10:00,2011-01-13 12:10:00,0,321,1,250.0,2,1,1,2.0,125.0,0.0,1,1,2,Hibernating
15511,United Kingdom,1,2011-09-15 15:05:00,2011-11-28 09:43:00,73,2,5,900.53,269,158,117,53.8,3.348,0.0,5,4,4,Champions
15512,United Kingdom,1,2010-12-15 12:01:00,2011-07-07 10:20:00,203,146,2,121.0,68,7,7,34.0,1.779,0.0,2,3,1,Hibernating
15513,United Kingdom,1,2010-12-01 11:22:00,2011-11-08 16:21:00,342,22,19,14520.080000000002,5709,308,183,300.47,2.543,0.01910828025477707,4,5,5,Loyal Customers
15514,United Kingdom,1,2010-12-10 13:50:00,2011-11-27 14:40:00,352,3,11,2907.45,2098,166,96,190.73,1.386,0.15736040609137056,5,5,5,Champions
15516,United Kingdom,1,2011-10-24 11:33:00,2011-10-26 10:51:00,1,35,3,62.43,27,15,15,9.0,2.312,0.0,3,4,1,Lost
15517,United Kingdom,1,2011-04-20 14:02:00,2011-04-20 14:02:00,0,224,1,267.03000000000003,293,27,27,293.0,0.911,0.0,1,1,2,Hibernating
15518,United Kingdom,1,2011-01-11 12:50:00,2011-10-06 13:05:00,268,55,8,1890.99,1263,210,135,157.88,1.497,0.027777777777777776,3,5,4,Lost
15521,United Kingdom,1,2011-03-30 09:15:00,2011-11-03 13:52:00,218,27,8,2574.6499999999996,1836,185,116,229.5,1.402,0.075,4,5,5,Loyal Customers
15522,United Kingdom,1,2011-09-13 12:26:00,2011-11-07 11:26:00,54,23,2,397.98999999999995,572,56,47,286.0,0.696,0.0,4,3,2,Lost
15523,United Kingdom,1,2011-09-16 16:29:00,2011-09-16 16:29:00,0,75,1,412.01,132,10,10,132.0,3.121,0.0,2,1,2,Hibernating
15524,United Kingdom,1,2011-11-15 12:09:00,2011-11-15 12:09:00,0,15,1,440.0,4,1,1,4.0,110.0,0.0,4,1,2,Potential Loyalists
15525,United Kingdom,1,2010-12-01 13:17:00,2011-11-22 12:07:00,355,8,2,468.69000000000005,271,84,77,135.5,1.729,0.0,5,3,3,Loyal Customers
15526,United Kingdom,1,2011-11-06 15:01:00,2011-11-06 15:04:00,0,24,2,148.44,24,4,4,12.0,6.185,0.0,4,3,1,Potential Loyalists
15527,United Kingdom,1,2010-12-20 14:15:00,2011-11-21 12:17:00,335,9,8,2347.5700000000006,991,162,127,123.88,2.369,0.01818181818181818,5,5,5,Champions
15528,United Kingdom,1,2011-03-30 16:14:00,2011-03-30 16:14:00,0,245,1,229.32999999999998,123,26,26,123.0,1.864,0.0,1,1,1,Hibernating
15529,United Kingdom,1,2010-12-08 12:24:00,2011-11-17 11:29:00,343,13,11,3935.15,3455,662,415,314.09,1.139,0.0030120481927710845,4,5,5,Loyal Customers
15530,United Kingdom,1,2011-04-07 11:16:00,2011-11-18 12:25:00,225,12,4,1497.3100000000002,938,107,90,234.5,1.596,0.0,4,4,4,Loyal Customers
15531,United Kingdom,1,2011-11-09 17:47:00,2011-11-09 17:47:00,0,21,1,1495.06,832,181,175,832.0,1.797,0.0,4,1,4,Lost
15532,United Kingdom,1,2010-12-16 16:45:00,2011-11-14 14:51:00,332,16,4,1500.88,515,251,205,128.75,2.914,0.027131782945736434,4,4,4,Loyal Customers
15533,United Kingdom,1,2011-09-11 15:41:00,2011-11-20 15:35:00,69,10,3,746.9200000000001,289,83,73,96.33,2.584,0.03488372093023256,5,4,3,Loyal Customers
15535,United Kingdom,1,2010-12-09 15:36:00,2011-06-19 16:02:00,192,164,4,426.4,135,72,55,33.75,3.159,0.04,2,4,2,About to Sleep
15537,United Kingdom,1,2011-06-29 13:10:00,2011-06-29 13:10:00,0,154,1,110.92000000000002,29,24,24,29.0,3.825,0.0,2,1,1,Hibernating
15540,United Kingdom,1,2011-11-28 13:51:00,2011-11-28 13:51:00,0,2,1,213.30000000000004,200,15,15,200.0,1.067,0.0,5,1,1,Potential Loyalists
15541,United Kingdom,1,2011-08-17 14:58:00,2011-08-17 14:58:00,0,105,1,85.13,49,29,29,49.0,1.737,0.0,2,1,1,Hibernating
15543,United Kingdom,1,2011-02-24 15:26:00,2011-02-24 15:26:00,0,279,1,127.86,86,28,26,86.0,1.487,0.0,1,1,1,Hibernating
15544,United Kingdom,1,2010-12-02 12:47:00,2011-11-30 16:43:00,363,0,9,3545.0600000000004,3109,259,122,345.44,1.14,0.0038461538461538464,5,5,5,Champions
15545,United Kingdom,1,2010-12-03 17:28:00,2011-10-16 13:24:00,316,45,2,288.97,162,80,78,81.0,1.784,0.0,3,3,2,Lost
15547,United Kingdom,1,2010-12-12 13:26:00,2011-10-30 15:19:00,322,31,13,4391.94,3610,601,388,277.69,1.217,0.0,3,5,5,Lost
15549,United Kingdom,1,2011-01-27 15:38:00,2011-09-23 16:22:00,239,68,3,1643.9599999999998,694,114,104,231.33,2.369,0.008695652173913044,2,4,4,At Risk
15550,United Kingdom,1,2011-02-11 12:49:00,2011-08-25 15:18:00,195,97,3,433.28,252,49,36,84.0,1.719,0.0,2,4,2,About to Sleep
15551,United Kingdom,1,2011-11-03 12:37:00,2011-11-03 12:37:00,0,27,1,436.05999999999995,218,29,29,218.0,2.0,0.0,4,1,2,Potential Loyalists
15552,United Kingdom,1,2011-05-06 14:47:00,2011-05-06 14:47:00,0,208,1,90.12,60,17,17,60.0,1.502,0.0,1,1,1,Hibernating
15553,United Kingdom,1,2011-10-10 14:02:00,2011-10-10 14:02:00,0,51,1,428.92999999999995,449,55,51,449.0,0.955,0.0,3,1,2,Need Attention
15554,United Kingdom,1,2011-03-07 09:00:00,2011-03-07 09:00:00,0,268,1,217.2,74,14,14,74.0,2.935,0.0,1,1,1,Hibernating
15555,United Kingdom,1,2010-12-05 14:45:00,2011-11-27 16:19:00,357,3,16,4747.89,4427,887,401,276.69,1.072,0.028477546549835708,5,5,5,Champions
15556,United Kingdom,1,2011-11-15 16:08:00,2011-11-15 16:08:00,0,15,1,279.77,236,31,31,236.0,1.185,0.0,4,1,2,Potential Loyalists
15557,United Kingdom,1,2011-11-11 12:46:00,2011-11-11 12:46:00,0,19,1,468.90999999999997,213,19,16,213.0,2.201,0.0,4,1,3,Potential Loyalists
15561,United Kingdom,1,2011-05-08 11:38:00,2011-11-28 11:07:00,203,2,4,722.7399999999999,267,27,27,66.75,2.707,0.12903225806451613,5,4,3,Loyal Customers
15562,United Kingdom,1,2010-12-23 09:55:00,2010-12-23 09:55:00,0,342,1,134.55,39,1,1,39.0,3.45,0.0,1,1,1,Hibernating
15563,United Kingdom,1,2010-12-16 11:27:00,2011-11-18 15:16:00,337,12,4,1330.8400000000001,1501,113,88,375.25,0.887,0.017391304347826087,4,4,4,Loyal Customers
15565,United Kingdom,1,2011-09-30 10:44:00,2011-10-20 14:33:00,20,41,2,173.16000000000003,60,8,8,30.0,2.886,0.0,3,3,1,Need Attention
15567,United Kingdom,1,2011-11-21 10:48:00,2011-11-21 10:48:00,0,9,1,186.01000000000002,223,7,7,223.0,0.834,0.0,5,1,1,Potential Loyalists
15568,United Kingdom,1,2011-09-27 14:37:00,2011-10-26 11:51:00,28,35,2,422.52,281,36,26,140.5,1.504,0.0,3,3,2,Lost
15569,United Kingdom,1,2011-01-11 13:26:00,2011-08-28 10:15:00,228,94,5,1375.71,666,31,27,133.2,2.066,0.0,2,4,4,At Risk
15570,United Kingdom,1,2010-12-05 12:57:00,2011-11-29 15:24:00,359,1,11,4057.870000000001,2051,317,231,186.45,1.978,0.021604938271604937,5,5,5,Champions
15571,United Kingdom,1,2011-09-22 13:15:00,2011-11-28 10:02:00,66,2,4,650.4300000000001,264,57,47,66.0,2.464,0.0,5,4,3,Loyal Customers
15572,United Kingdom,1,2011-03-06 14:44:00,2011-11-14 12:14:00,252,16,6,2338.44,1119,202,162,186.5,2.09,0.0,4,5,5,Loyal Customers
15573,United Kingdom,1,2011-09-15 12:16:00,2011-11-08 11:38:00,53,22,2,591.1899999999999,355,97,88,177.5,1.665,0.0,4,3,3,Loyal Customers
15574,United Kingdom,1,2010-12-02 15:46:00,2011-06-15 12:01:00,194,168,4,675.64,332,152,131,83.0,2.035,0.0,2,4,3,Lost
15576,United Kingdom,1,2011-11-02 12:03:00,2011-11-02 12:03:00,0,28,1,921.37,394,43,43,394.0,2.339,0.0,4,1,4,Lost
15577,United Kingdom,1,2011-02-07 13:32:00,2011-07-11 17:03:00,154,142,3,258.88000000000005,89,39,39,29.67,2.909,0.0,2,4,2,About to Sleep
15578,United Kingdom,1,2011-06-30 13:03:00,2011-06-30 13:03:00,0,153,1,127.1,52,13,13,52.0,2.444,0.0,2,1,1,Hibernating
15579,United Kingdom,1,2011-01-30 12:09:00,2011-10-02 12:45:00,245,59,2,327.59999999999997,117,48,45,58.5,2.8,0.0,3,3,2,Lost
15581,United Kingdom,1,2010-12-08 14:38:00,2011-08-11 09:38:00,245,111,13,3425.77,283,146,134,21.77,12.105,0.006802721088435374,2,5,5,At Risk
15582,United Kingdom,1,2011-05-03 13:36:00,2011-11-15 09:55:00,195,15,3,682.9100000000001,453,44,39,151.0,1.508,0.0,4,4,3,Loyal Customers
15584,United Kingdom,1,2011-06-30 16:39:00,2011-11-16 10:55:00,138,14,4,718.3600000000001,313,122,89,78.25,2.295,0.016129032258064516,4,4,3,Loyal Customers
15585,United Kingdom,1,2011-06-16 08:38:00,2011-06-16 08:38:00,0,167,1,455.29999999999995,320,31,31,320.0,1.423,0.0,2,1,2,Hibernating
15587,United Kingdom,1,2010-12-23 09:59:00,2011-10-20 13:37:00,301,41,4,913.6800000000001,312,9,3,78.0,2.928,0.0,3,4,4,Lost
15589,United Kingdom,1,2011-02-02 10:46:00,2011-04-01 11:22:00,58,243,3,456.58,243,29,28,81.0,1.879,0.03333333333333333,1,4,2,Lost
15592,United Kingdom,1,2011-10-24 08:59:00,2011-10-24 08:59:00,0,37,1,388.58,354,24,24,354.0,1.098,0.0,3,1,2,Need Attention
15593,United Kingdom,1,2011-09-30 11:46:00,2011-09-30 11:46:00,0,61,1,199.8,60,5,5,60.0,3.33,0.0,3,1,1,Need Attention
15594,United Kingdom,1,2011-04-19 10:08:00,2011-11-24 08:53:00,218,6,5,1767.53,983,103,85,196.6,1.798,0.009615384615384616,5,4,4,Champions
